Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,BytesReceived,BytesSent,InterfaceLuid,InterfaceType,L2ProfileFlags,L2ProfileId,ProfileName
111,2025-05-30 19:10:00,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1610,90367136,8202706,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
112,2025-05-30 19:10:00,BITS,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1556,65819979,2919584,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
113,2025-05-30 19:10:00,,,,UnknownOrUserSid,,,2,1,1206609706,54767536,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
114,2025-05-30 19:10:00,\device\harddiskvolume3\users\ernes\appdata\local\microsoft\onedrive\25.085.0504.0002\microsoft.sharepoint.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1823,7710,4037,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
115,2025-05-30 19:10:00,wlidsvc,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1549,270592,127793,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
116,2025-05-30 19:10:00,MicrosoftWindows.Client.CBS_1000.22700.1081.0_x64__cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1605,278704,159852,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
117,2025-05-30 19:10:00,\device\harddiskvolume3\users\ernes\appdata\local\microsoft\onedrive\onedrive.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1622,515734,928238,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
118,2025-05-30 19:10:00,Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1623,211815,58289,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
119,2025-05-30 19:10:00,CDPUserSvc_1b72fb,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1606,924554,1029331,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
120,2025-05-30 19:10:00,Microsoft.Windows.ContentDeliveryManager_10.0.22621.2506_neutral_neutral_cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1287,2478079,71466,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
121,2025-05-30 19:10:00,Microsoft.WindowsStore_22504.1401.19.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1619,0,216,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
122,2025-05-30 19:10:00,\device\harddiskvolume3\users\ernes\appdata\local\microsoft\onedrive\update\onedrivesetup.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1824,18839,34174,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
123,2025-05-30 19:10:00,\device\harddiskvolume3\windows\system32\driverstore\filerepository\hpcustomcapcomp.inf_amd64_1f7d1981016f7e88\x64\bridgecommunication.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1611,11237,9514,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
124,2025-05-30 19:10:00,HPSysInfoCap,,,LocalSystem,S-1-5-18,,4,1613,74,144,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
125,2025-05-30 19:10:00,CDPSvc,,,LocalService,S-1-5-19,,6,1617,19372,10117,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
126,2025-05-30 19:10:00,Dnscache,,,NetworkService,S-1-5-20,,24,855,62171,33726,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
127,2025-05-30 19:10:00,Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1604,877,504,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
128,2025-05-30 19:10:00,HPDiagsCap,,,LocalSystem,S-1-5-18,,4,1615,74,144,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
129,2025-05-30 19:10:00,HPAppHelperCap,,,LocalSystem,S-1-5-18,,4,1612,2193,1050,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
130,2025-05-30 19:10:00,HPNetworkCap,,,LocalSystem,S-1-5-18,,4,1614,18772,5323,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
131,2025-05-30 19:10:00,SecurityUpdateService,,,LocalSystem,S-1-5-18,,4,1621,671787935,24768043,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
132,2025-05-30 19:10:00,BrRmService,,,LocalSystem,S-1-5-18,,4,1620,148,288,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
133,2025-05-30 19:10:00,\device\harddiskvolume3\windows\explorer.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1616,703942,137473,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
134,2025-05-30 19:10:00,Microsoft.WindowsNotepad_11.2501.31.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1825,8305,3667,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
135,2025-05-30 19:10:00,DiagTrack,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1560,1077086,281604,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
136,2025-05-30 19:10:00,WpnService,,,LocalSystem,S-1-5-18,,4,1564,3685,3661,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
137,2025-05-30 19:10:00,MicrosoftWindows.Client.WebExperience_525.10401.30.0_x64__cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1826,17501121,933840,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
138,2025-05-30 19:10:00,wlidsvc,,,LocalSystem,S-1-5-18,,4,1549,19510,6404,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
